fei e	飞蛾	0.680
fei e pu huo	飞蛾扑火	0.670
fei e tou huo	飞蛾投火	0.670
fei er ba ha	费尔巴哈	0.670
fei er gan na	费尔干纳	0.670
fei er gan na pen di	费尔干纳盆地	0.670
fei er ma	费尔马	0.700
fei er pu si	菲尔普斯	0.670
fei er te	菲尔特	0.700
fei er zi	菲尔兹	0.700
fei er zi jiang	菲尔兹奖	0.670
fei fa	非法	0.690
fei fan	非凡	0.690
fei fan zhi xian	废藩置县	0.670
fei fei	狒狒	0.690
fei fei	菲菲	0.690
fei fei yang yang	沸沸扬扬	0.670
fei fen	非份	0.690
fei fen	非分	0.690
fei fen zhi nian	非分之念	0.680
fei feng zhi	非峰值	0.710
fei fu	肺腑	0.690
fei fu	飞符	0.680
fei fu ji gui	非富即贵	0.670
fei fu shu	非负数	0.700
fei fu ze gui	非富则贵	0.670
fei fu zhi yan	肺腑之言	0.680
fei gan	肥甘	0.690
fei gan	肥肝	0.690
fei gang	废钢	0.680
fei gang gan hua	非杠杆化	0.670
fei gao feng	非高峰	0.710
fei ge	飞鸽	0.680
fei gong fu	费工夫	0.700
fei gong shi	非公式	0.710
fei gong zou jia	飞觥走斝	0.670
fei gu	腓骨	0.690
fei guan fang	非官方	0.710
fei gui zheng	非规整	0.700
fei guo	飞过	0.680
fei guo da	非国大	0.700
fei guo jia xing wei ti	非国家行为体	0.670
fei he	非核	0.690
fei he di dai	非核地带	0.670
fei he guo jia	非核国家	0.670
fei he hua	非核化	0.710
fei he wu qi guo jia	非核武器国家	0.670
fei hei ji bai	非黑即白	0.680
fei hong	绯红	0.680
fei hong	飞红	0.680
fei hong	飞鸿	0.680
fei hong ta xue	飞鸿踏雪	0.670
fei hong xue zhao	飞鸿雪爪	0.670
fei hou	肥厚	0.690
fei hu dui	飞虎队	0.700
fei hua	废话	0.680
fei hua	扉画	0.680
fei hua	费话	0.680
fei hua lian pian	废话连篇	0.670
fei huang	飞蝗	0.680
fei huang teng da	飞黄腾达	0.670
fei hun sheng	非婚生	0.710
fei hun sheng zi nv	非婚生子女	0.680
fei huo liang	肺活量	0.710
fei ji	菲姬	0.690
fei ji	斐济	0.680
fei ji	飞机	0.680
fei ji bei	飞机杯	0.700
fei ji can	飞机餐	0.700
fei ji cang men	飞机舱门	0.670
fei ji chang	飞机场	0.700
fei ji dong che	非机动车	0.670
fei ji piao	飞机票	0.700
fei ji shi	飞机师	0.700
fei ji shi shi	飞机失事	0.670
fei ji ya xing	非羁押性	0.670
fei ji yun	飞机云	0.700
fei jia luo bao	费加罗报	0.670
fei jian	飞检	0.680
fei jian	飞溅	0.680
fei jiang jun	飞将军	0.700
fei jiao	吠叫	0.690
fei jie	费解	0.680
fei jie he	肺结核	0.700
fei jie he bing	肺结核病	0.670
fei jie jie	肺结节	0.700
fei jin	费劲	0.680
fei jin shu	非金属	0.700
fei jin xin ji	费尽心机	0.670
fei jin xin si	费尽心思	0.670
fei jiu	废旧	0.680
fei jun shi qu	非军事区	0.670
fei jun zhi	非均质	0.700
fei kong	非空	0.690
fei kou she	费口舌	0.700
fei kuai	飞快	0.680
fei la	费拉	0.680
fei la da	飞拉达	0.700
fei la de er fei ya	费拉德尔菲亚	0.670
fei la ding zi fu	非拉丁字符	0.680
fei lai fei qu	飞来飞去	0.670
fei lai heng huo	飞来横祸	0.670
fei lao	肺痨	0.680
fei leng cui	翡冷翠	0.710
fei li	肥力	0.690
fei li	腓力	0.690
fei li	菲力	0.690
fei li	费力	0.680
fei li	非礼	0.680
fei li bi	腓立比	0.710
fei li bi shu	腓立比书	0.670
fei li bo	斐理伯	0.710
fei li bo shu	斐理伯书	0.670
fei li bu tao hao	费力不讨好	0.670
fei li ke si	菲力克斯	0.680
fei li ke si	费利克斯	0.670
fei li men shu	腓利门书	0.670
fei li niu pai	菲力牛排	0.680
fei li pu	菲利普	0.710
fei li pu	飞利浦	0.700
fei li shi di	非利士地	0.680
fei li shi ren	非利士人	0.680
fei lian	蜚蠊	0.690
fei lian ke	蜚蠊科	0.710
fei liao	肥料	0.690
fei liao	废料	0.680
fei lin	菲林	0.690
fei ling	非零	0.690
fei long	飞龙	0.680
fei lu jie	费卢杰	0.700
fei lun	飞轮	0.680
fei lun hai	飞轮海	0.700
fei luo meng	费洛蒙	0.700
fei lv	费率	0.680
fei lv bin	菲律宾	0.700
fei lv bin da xue	菲律宾大学	0.670
fei lv bin juan jiu	菲律宾鹃鸠	0.670
fei lv bin ren	菲律宾人	0.670
fei lv bin yu	菲律宾语	0.670
fei lv fei ma	非驴非马	0.670
fei lve	飞掠	0.680
fei ma	费马	0.680
fei ma	飞马	0.680
fei ma da ding li	费马大定理	0.670
fei ma qing qiu	肥马轻裘	0.670
fei ma zuo	飞马座	0.700
fei man	费曼	0.680
fei mao tui	飞毛腿	0.700
fei mei	肥美	0.690
fei meng	非盟	0.690
fei mi	费米	0.680
fei mi zi	费米子	0.700
fei miao	飞秒	0.680
fei ming	非命	0.690
fei mo	飞沫	0.680
fei mo	飞膜	0.680
fei mo chuan ran	飞沫传染	0.670
fei mo si jian	飞沫四溅	0.670
fei mo tai	非模态	0.700
fei nan	非难	0.680
fei ni	肥腻	0.680
fei ni ji	腓尼基	0.710
fei ni ke si	菲尼克斯	0.680
fei ni mo shu	非你莫属	0.670
fei niao	飞鸟	0.680
fei niao shi dai	飞鸟时代	0.670
fei nie er tou jing	菲涅耳透镜	0.670
fei niu	肥牛	0.690
fei ou ji he	非欧几何	0.670
fei ou ji he xue	非欧几何学	0.670
fei pan	飞盘	0.680
fei pang	肥胖	0.690
fei pang zheng	肥胖症	0.710
fei pao	肺泡	0.690
fei pao	飞跑	0.680
fei pin	妃嫔	0.680
fei pin	废品	0.680
fei pin shou gou zhan	废品收购站	0.670
fei ping heng	非平衡	0.710
fei ping heng tai	非平衡态	0.670
fei pu	飞瀑	0.680
fei qi	废弃	0.680
fei qi	废气	0.680
fei qi zhong	肺气肿	0.700
fei qin	飞禽	0.680
fei qin fei gu	非亲非故	0.670
fei qin shi	废寝食	0.700
fei qin wang can	废寝忘餐	0.670
fei qin wang shi	废寝忘食	0.670
fei qin zou shou	飞禽走兽	0.670
fei que	肥缺	0.690
fei ran	斐然	0.690
fei ran	废然	0.680
fei re	废热	0.680
fei ren	非人	0.690
fei ren	废人	0.680
fei ren hua	非人化	0.710
fei rou	肥肉	0.690
fei san	飞散	0.680
fei she er	菲舍尔	0.700
fei she er	费舍尔	0.700
fei shen	费神	0.680
fei shen	飞身	0.680
fei sheng	蜚声	0.680
fei sheng	飞升	0.680
fei sheng hai wai	蜚声海外	0.670
fei sheng shi jie	蜚声世界	0.670
fei shi	沸石	0.690
fei shi	废时	0.680
fei shi	肥实	0.680
fei shi	费事	0.680
fei shi	费时	0.680
fei shi	飞逝	0.680
fei shou	匪首	0.690
fei shou	飞手	0.680
fei shu	飞鼠	0.680
fei shu zi	非数字	0.700
fei shuan se	肺栓塞	0.710
fei shui	沸水	0.690
fei shui	废水	0.680
fei shui zhong	肺水肿	0.700
fei shuo	肥硕	0.680
fei si	非斯	0.690
fei si bu ke	非死不可	0.680
fei su	飞速	0.680
fei suo	飞索	0.680
fei te	非特	0.690
fei te lie si ta	腓特烈斯塔	0.680
fei teng	沸腾	0.680
fei teng	飞腾	0.680
fei tian	肥田	0.690
fei tian	飞天	0.680
fei tian fen	肥田粉	0.710
fei tiao jian fan she	非条件反射	0.670
fei tie	废铁	0.680
fei ting	啡厅	0.680
fei ting	飞艇	0.680
fei tong	废统	0.680
fei tong bu	非同步	0.710
fei tong fan xiang	非同凡响	0.670
fei tong lan tie	废铜烂铁	0.670
fei tong qi	肺通气	0.700
fei tong xiao ke	非同小可	0.680
fei tong xun chang	非同寻常	0.670
fei tong zhi hua dai bi	非同质化代币	0.670
fei tou da er	肥头大耳	0.670
fei tu	匪徒	0.690
fei tu	废土	0.680
fei tu ji tuan	匪徒集团	0.670
fei tui	飞腿	0.680
fei tuo	吠陀	0.690
fei wei rao	非微扰	0.700
fei wen	绯闻	0.680
fei wen	诽闻	0.680
fei wen	飞吻	0.680
fei wen zheng	飞蚊症	0.700
fei wo	肥沃	0.690
fei wu	废物	0.680
fei wu	飞舞	0.680
fei wu dian xin	废物点心	0.670
fei wu xiang	废物箱	0.700
fei xi	肥西	0.690
fei xi xian	肥西县	0.700
fei xian	费县	0.680
fei xian	飞线	0.680
fei xian chong dian	飞线充电	0.670
fei xian xing	非线性	0.700
fei xian xing guang xue	非线性光学	0.670
fei xiang	肥乡	0.680
fei xiang	飞翔	0.680
fei xiang dui lun xing	非相对论性	0.670
fei xiang qu	肥乡区	0.700
fei xiao	肥效	0.690
fei xiao shuo	非小说	0.700
fei xiao tong	费孝通	0.700
fei xie shi	非写实	0.700
fei xin	费心	0.680
fei xin bing	肺心病	0.710
fei xing	飞行	0.680
fei xing ji lu	飞行记录	0.670
fei xing ji lu qi	飞行记录器	0.670
fei xing ji lu yi	飞行记录仪	0.670
fei xing jia ban	飞行甲板	0.670
fei xing jian cha	飞行检查	0.670
fei xing mo shi	飞行模式	0.670
fei xing qi	飞行器	0.700
fei xing yuan	飞行员	0.700
fei xing yun	飞行云	0.700
fei xiong ying wu	绯胸鹦鹉	0.670
fei xu	废墟	0.680
fei xue	匪穴	0.690
fei ya te	菲亚特	0.700
fei yan	肺炎	0.690
fei yan mei jiang jun	肺炎霉浆菌	0.670
fei yan shuang qiu jun	肺炎双球菌	0.670
fei yan zou bi	飞檐走壁	0.670
fei yang	肥羊	0.690
fei yang	飞扬	0.680
fei yang ba hu	飞扬跋扈	0.670
fei yao	非要	0.690
fei ye	废液	0.680
fei ye	扉页	0.680
fei ye shi de	飞也似的	0.670
fei ye zi	飞叶子	0.700
fei yi	非裔	0.690
fei yi	非议	0.680
fei yi	非遗	0.680
fei yi chuan duo xing xing	非遗传多型性	0.670
fei yi ren ren	非异人任	0.670
fei yi ri zhi gong	非一日之功	0.680
fei yi suo si	匪夷所思	0.680
fei yin	非音	0.690
fei ying	飞鹰	0.680
fei ying li	非盈利	0.710
fei ying li	非营利	0.700
fei ying li zu zhi	非盈利组织	0.670
fei ying li zu zhi	非营利组织	0.670
fei ying zou ma	飞鹰走马	0.670
fei yong	菲佣	0.680
fei yong	费用	0.680
fei yu	蜚语	0.680
fei yu	飞鱼	0.680
fei yu	鲱鱼	0.680
fei yu mou	非预谋	0.700
fei yu zu	飞鱼族	0.700
fei yu zuo	飞鱼座	0.700
fei yue	飞越	0.680
fei yue	飞跃	0.680
fei yue dao	飞跃道	0.700
fei zang	肺脏	0.680
fei zao	肥皂	0.690
fei zao ju	肥皂剧	0.700
fei zao mo	肥皂沫	0.710
fei zao pao	肥皂泡	0.710
fei zao shui	肥皂水	0.710
fei zei	飞贼	0.680
fei zha	废渣	0.680
fei zhang	飞涨	0.680
fei zhen zou xian	飞针走线	0.670
fei zheng	飞征	0.680
fei zheng chang	非正常	0.710
fei zheng fu	非政府	0.710
fei zheng fu zu zhi	非政府组织	0.670
fei zheng shi	非正式	0.710
fei zheng shu	非正数	0.700
fei zhi	废止	0.680
fei zhi	废纸	0.680
fei zhi	废置	0.680
fei zhi jie	非直接	0.710
fei zhi ming	非致命	0.710
fei zhou	非洲	0.690
fei zhou	飞舟	0.680
fei zhou da lie gu	非洲大裂谷	0.680
fei zhou dan yuan shuo	非洲单源说	0.670
fei zhou jie	非洲界	0.710
fei zhou kai fa yin hang	非洲开发银行	0.670
fei zhou lian meng	非洲联盟	0.670
fei zhou ren	非洲人	0.710
fei zhou tong yi zu zhi	非洲统一组织	0.670
fei zhou zhe	费周折	0.700
fei zhou zhi jiao	非洲之角	0.680
fei zhou zhu wen	非洲猪瘟	0.670
fei zhou zhui chong bing	非洲锥虫病	0.670
fei zhu liu	非主流	0.710
fei zhua	飞抓	0.680
fei zhua	飞挝	0.680
fei zhuan	飞转	0.680
fei zhuang	肥壮	0.680
fei zhuo	菲酌	0.690
fei zi	妃子	0.690
fei zi	痱子	0.690
fei zi ran	非自然	0.710
fei zi xiao	妃子笑	0.710
fei zi zi	肥滋滋	0.710
fei zong jiao	非宗教	0.710
fen	份	0.630
fen	分	0.630
fen	吩	0.630
fen	坆	0.630
fen	幩	0.630
fen	忿	0.630
fen	朆	0.630
fen	枌	0.630
fen	棻	0.630
fen	棼	0.630
fen	氛	0.630
fen	汾	0.630
fen	瀵	0.630
fen	焚	0.630
fen	玢	0.630
fen	瞓	0.630
fen	粉	0.630
fen	羵	0.630
fen	芬	0.630
fen	蕡	0.630
fen	蚡	0.630
fen	轒	0.630
fen	酚	0.630
fen	雰	0.630
fen	饙	0.630
fen	魵	0.630
fen	鳻	0.630
fen	鼖	0.630
fen	鼢	0.630
fen	偾	0.620
fen	坟	0.620
fen	奋	0.620
fen	愤	0.620
fen	粪	0.620
fen	纷	0.620
fen	豮	0.620
fen	鲼	0.620
fen ban	分班	0.690
fen ban	粉板	0.690
fen bao	分包	0.690
fen bao	坟包	0.680
fen bei	分贝	0.680
fen beng li xi	分崩离析	0.670
fen bi	粉笔	0.680
fen bi ji shu	奋笔疾书	0.670
fen bian	分辨	0.690
fen bian	分辩	0.680
fen bian	粪便	0.680
fen bian lv	分辨率	0.710
fen bie	分别	0.680
fen bing	粉饼	0.680
fen bo duo gong	分波多工	0.680
fen bu	分部	0.690
fen bu	分布	0.680
fen bu gu shen	奋不顾身	0.670
fen bu kong zhi	分布控制	0.670
fen bu shi	分布式	0.700
fen bu shi huan jing	分布式环境	0.670
fen bu shi jie gou	分布式结构	0.670
fen bu shi wang luo	分布式网络	0.670
fen bu tu	分布图	0.700
fen bu zhou	分步骤	0.700
fen can	分餐	0.690
fen cao	粪草	0.680
fen ce	分册	0.680
fen ceng	分层	0.680
fen cha	分叉	0.690
fen cha	分岔	0.690
fen cha	分汊	0.690
fen chai	分拆	0.690
fen chan zhu yi	分产主义	0.670
fen chang	坟场	0.680
fen che	粉车	0.680
fen chen	粉尘	0.680
fen cheng	分成	0.690
fen cheng	纷呈	0.680
fen chu	粪除	0.680
fen ci	粉刺	0.690
fen ci	分词	0.680
fen cun	分寸	0.690
fen da	芬达	0.680
fen dai	粉黛	0.690
fen dan	分担	0.680
fen dang	分当	0.680
fen dang	粪凼	0.680
fen dao	粪道	0.680
fen dao yang biao	分道扬镳	0.670
fen di	分地	0.690
fen di	粉底	0.690
fen di	坟地	0.680
fen dian	分店	0.690
fen dian	分点	0.680
fen diao	分掉	0.690
fen die	粉蝶	0.690
fen dou	奋斗	0.680
fen du	分度	0.690
fen duan	分段	0.690
fen dui	分队	0.680
fen duo jing	芬多精	0.710
fen e	份额	0.680
fen er zhi zhi	分而治之	0.680
fen fa	分发	0.680
fen fa	奋发	0.680
fen fa tu qiang	奋发图强	0.670
fen fan	纷繁	0.680
fen fang	分房	0.690
fen fang	芬芳	0.690
fen fei	分肥	0.690
fen fei	奋飞	0.680
fen fei	粪肥	0.680
fen fei	纷飞	0.680
fen fen	忿忿	0.690
fen fen	愤愤	0.680
fen fen	纷纷	0.680
fen fen bu ping	忿忿不平	0.680
fen fen bu ping	愤愤不平	0.670
fen fen yang yang	纷纷扬扬	0.670
fen fen zhong	分分钟	0.700
fen feng	分封	0.690
fen feng	分缝	0.680
fen feng	焚风	0.680
fen feng zhi	分封制	0.710
fen fu	分付	0.690
fen fu	分赴	0.690
fen fu	吩咐	0.690
fen gao ji gui	焚膏继晷	0.670
fen ge	分割	0.690
fen ge	分隔	0.690
fen ge qu	分割区	0.700
fen gei	分给	0.680
fen gong	分工	0.690
fen gong si	分公司	0.710
fen guan	分管	0.690
fen guang	分光	0.690
fen guang guang du fa	分光光度法	0.680
fen guang ji	分光计	0.700
fen guo	粉粿	0.690
fen guo	分锅	0.680
fen hang	分行	0.690
fen hao	分毫	0.690
fen hao	分号	0.680
fen hao zhi cha	分毫之差	0.680
fen he	汾河	0.690
fen he	粉盒	0.690
fen hen	忿恨	0.690
fen hen	愤恨	0.680
fen hong	分洪	0.690
fen hong	分红	0.680
fen hong	粉红	0.680
fen hong fu ling que	粉红腹岭雀	0.670
fen hong liang niao	粉红椋鸟	0.670
fen hong se	粉红色	0.700
fen hong shan jiao niao	粉红山椒鸟	0.670
fen hong xiong liu	粉红胸鹨	0.670
fen hong yan ou	粉红燕鸥	0.670
fen hua	分化	0.690
fen hua	焚化	0.690
fen hua shi	粪化石	0.700
fen hui	分会	0.680
fen hui	焚毁	0.680
fen hui chang	分会场	0.700
fen ji	分机	0.680
fen ji	分级	0.680
fen ji	分际	0.680
fen ji	愤激	0.680
fen jia	分家	0.690
fen jia wan	酚甲烷	0.710
fen jian	分拣	0.680
fen jiao	瞓觉	0.680
fen jiao qi	分角器	0.710
fen jiao xian	分角线	0.700
fen jie	分解	0.690
fen jie	分节	0.680
fen jie dai xie	分解代谢	0.670
fen jie xian	分界线	0.700
fen jie zhe	分解者	0.710
fen jie zuo yong	分解作用	0.680
fen jin	奋进	0.680
fen jin gui	粪金龟	0.700
fen jin gui zi	粪金龟子	0.670
fen jin hao	奋进号	0.700
fen jing	分镜	0.680
fen jing biao	分镜表	0.700
fen jing tou	分镜头	0.700
fen jiu	汾酒	0.690
fen ju	分句	0.690
fen ju	分局	0.690
fen ju	分居	0.690
fen kai	分开	0.680
fen kai	愤慨	0.680
fen ke	分克	0.690
fen keng	粪坑	0.680
fen lan	芬兰	0.680
fen lan yu	芬兰语	0.700
fen lei	分类	0.680
fen lei hua he wu	酚类化合物	0.670
fen lei li lun	分类理论	0.670
fen lei xue	分类学	0.700
fen lei zhang	分类帐	0.700
fen li	分力	0.690
fen li	分立	0.690
fen li	分离	0.680
fen li	奋力	0.680
fen li fen zi	分离分子	0.670
fen li zhu yi	分离主义	0.670
fen liang	份量	0.690
fen liang	分量	0.690
fen lie	分列	0.690
fen lie	分裂	0.690
fen lie shi	分列式	0.710
fen lie zhu yi	分裂主义	0.670
fen lie zu zhi	分裂组织	0.670
fen ling	粉领	0.680
fen liu	分流	0.690
fen liu	分馏	0.680
fen liu dian lu	分流电路	0.670
fen lu	分录	0.680
fen luan	纷乱	0.680
fen mei	分袂	0.690
fen mei	奋袂	0.680
fen men	忿懑	0.680
fen men	愤懑	0.680
fen men bie lei	分门别类	0.670
fen mi	分泌	0.690
fen mi	分米	0.690
fen mi ke li	分泌颗粒	0.670
fen mi wu	分泌物	0.710
fen mian	分娩	0.690
fen miao bi zheng	分秒必争	0.670
fen ming	分明	0.690
fen mo	粉末	0.690
fen mo deng chang	粉墨登场	0.670
fen mu	分母	0.690
fen mu	坟墓	0.680
fen nei	分内	0.680
fen ni	芬尼	0.690
fen niao	粪尿	0.680
fen nie	分櫱	0.690
fen nie	分蘖	0.690
fen nu	忿怒	0.690
fen nu	愤怒	0.680
fen pa	粪耙	0.680
fen pai	分派	0.690
fen pei	分配	0.690
fen pei lv	分配律	0.710
fen pei qi	分配器	0.710
fen pi	分批	0.690
fen pi	纷披	0.680
fen pin	分频	0.680
fen ping	分屏	0.690
fen pu	粉扑	0.680
fen qi	分期	0.690
fen qi	分歧	0.690
fen qi	奋起	0.680
fen qi dian	分歧点	0.700
fen qi fu kuan	分期付款	0.680
fen qi hu	奋起湖	0.700
fen qi zhi zhui	奋起直追	0.670
fen qian	粉芡	0.690
fen qian	分钱	0.680
fen qiang	粉墙	0.680
fen qin	吩嗪	0.690
fen qin zhu he	焚琴煮鹤	0.670
fen qing	分清	0.690
fen qing	愤青	0.680
fen qing	粪青	0.680
fen qiu	坟丘	0.680
fen qu	分区	0.680
fen qu	粪蛆	0.680
fen quan	粉拳	0.690
fen quan	酚醛	0.690
fen quan	分权	0.680
fen quan jiao	酚醛胶	0.700
fen quan zhi heng	分权制衡	0.670
fen ran	愤然	0.680
fen ran	粉䎃	0.650
fen rao	纷扰	0.680
fen san	分散	0.690
fen san he xian	分散和弦	0.680
fen san shi	分散式	0.710
fen se	分色	0.690
fen se	粉色	0.690
fen se jing tou	分色镜头	0.670
fen sha	粉砂	0.690
fen sha shi	粉砂石	0.710
fen sha yan	粉砂岩	0.710
fen shan	坟山	0.680
fen shao	焚烧	0.680
fen she	分社	0.690
fen she	分设	0.680
fen shen	分神	0.690
fen shen	分身	0.690
fen shen fa shu	分身乏术	0.670
fen shen sui gu	粉身碎骨	0.680
fen sheng	分升	0.690
fen sheng zu zhi	分生组织	0.670
fen shi	分尸	0.680
fen shi	分时	0.680
fen shi	焚尸	0.680
fen shi	粉饰	0.680
fen shi	粪石	0.680
fen shi duo gong	分时多工	0.670
fen shi ji su	愤世嫉俗	0.670
fen shi lu	焚尸炉	0.700
fen shi tai ping	粉饰太平	0.670
fen shou	分手	0.690
fen shou dai li	分手代理	0.680
fen shou pao	分手炮	0.710
fen shu	分述	0.690
fen shu	鼢鼠	0.690
fen shu	分属	0.680
fen shu	分数	0.680
fen shu gua shuai	分数挂帅	0.670
fen shu keng ru	焚书坑儒	0.670
fen shu xian	分数线	0.700
fen shua	粉刷	0.690
fen shui	粪水	0.680
fen shui ling	分水岭	0.700
fen shui xian	分水线	0.700
fen shuo	分说	0.680
fen si	粉丝	0.680
fen song	分送	0.690
fen su	分诉	0.680
fen sui	粉碎	0.690
fen sui ji	粉碎机	0.700
fen suo	分所	0.690
fen tai	酚酞	0.690
fen tai ni	芬太尼	0.710
fen tan	分摊	0.680
fen tan ni	吩坦尼	0.710
fen tao	分桃	0.690
fen tiao	粉条	0.680
fen ting kang li	分庭抗礼	0.670
fen tou	分头	0.680
fen tou	坟头	0.680
fen tou	粉头	0.680
fen tou lu	分头路	0.700
fen tu	粉土	0.690
fen tu	粪土	0.680
fen wa	分瓦	0.690
fen wai	分外	0.690
fen wei	分为	0.680
fen wei	氛围	0.680
fen wei	雰围	0.680
fen wei bian cheng	氛围编程	0.670
fen wei shu	分位数	0.700
fen wen	分文	0.690
fen wen bu qu	分文不取	0.680
fen wu yang wei	奋武扬威	0.670
fen xi	分析	0.690
fen xi	汾西	0.690
fen xi chu li	分析处理	0.670
fen xi fa	分析法	0.710
fen xi hua xue	分析化学	0.670
fen xi jia	分析家	0.710
fen xi qi	分析器	0.710
fen xi ren shi	分析人士	0.680
fen xi shi	分析师	0.700
fen xi tong	分系统	0.700
fen xi xian	汾西县	0.700
fen xi xin li xue	分析心理学	0.670
fen xi xue	分析学	0.700
fen xi yu	分析语	0.700
fen xi yuan	分析员	0.700
fen xiang	分享	0.690
fen xiang	分相	0.690
fen xiang	焚香	0.690
fen xiang	芬香	0.690
fen xiang	分项	0.680
fen xiang jing shen	焚香敬神	0.680
fen xiao	分校	0.690
fen xiao	分晓	0.680
fen xiao	分销	0.680
fen xiao dian	分销店	0.700
fen xiao shang	分销商	0.700
fen xiao wang luo	分销网络	0.670
fen xin	分心	0.690
fen xing	分形	0.690
fen xing bai liang	分星掰两	0.670
fen xing ji he	分形几何	0.670
fen xing ji he xue	分形几何学	0.670
fen xue	坟穴	0.680
fen xun bing bei dao	分巡兵备道	0.670
fen yan	焚砚	0.680
fen yan	粉艳	0.680
fen yang	汾阳	0.680
fen yang shi	汾阳市	0.700
fen ye	分野	0.690
fen ye	分页	0.680
fen ye fu	分页符	0.700
fen yi	分宜	0.690
fen yi	分异	0.680
fen yi bei geng	分一杯羹	0.680
fen yi xian	分宜县	0.700
fen yin fu	分音符	0.710
fen ying	坟茔	0.680
fen yong	奋勇	0.680
fen you	分忧	0.680
fen yuan	粉圆	0.680
fen yuan	芬园	0.680
fen yuan xiang	芬园乡	0.700
fen yun	纷纭	0.680
fen za	纷杂	0.680
fen zang	分赃	0.680
fen zao chi fan	分灶吃饭	0.670
fen ze	分则	0.680
fen zhan	分站	0.690
fen zhan	奋战	0.680
fen zhang	分账	0.680
fen zhen	分针	0.680
fen zheng	分争	0.680
fen zheng	纷争	0.680
fen zhi	分之	0.690
fen zhi	分支	0.690
fen zhi	分枝	0.690
fen zhi	分治	0.690
fen zhi dian	分至点	0.700
fen zhi ta lai	纷至沓来	0.670
fen zhong	分钟	0.680
fen zhuan hei	粉转黑	0.700
fen zhuang	分装	0.680
fen zhuang ji	分装机	0.700
fen zi	份子	0.690
fen zi	分子	0.680
fen zi liang	分子量	0.710
fen zi liao li	分子料理	0.680
fen zi qian	份子钱	0.700
fen zi shai	分子筛	0.700
fen zi sheng wu xue	分子生物学	0.670
fen zi shi	分子式	0.710
fen zi yi chuan xue	分子遗传学	0.670
fen zi yi xue	分子医学	0.670
fen zi za jiao	分子杂交	0.670
fen zu	分租	0.690
fen zu	分组	0.680
fen zu jiao huan	分组交换	0.670
feng	丰	0.630
feng	俸	0.630
feng	凮	0.630
feng	唪	0.630
feng	埄	0.630
feng	夆	0.630
feng	奉	0.630
feng	封	0.630
feng	崶	0.630
feng	摓	0.630
feng	浲	0.630
feng	漨	0.630
feng	烽	0.630
feng	犎	0.630
feng	甮	0.630
feng	綘	0.630
feng	葑	0.630
feng	覂	0.630
feng	豊	0.630
feng	逢	0.630
feng	鄷	0.630
feng	酆	0.630
feng	鏠	0.630
feng	飌	0.630
feng	鳯	0.630
feng	冯	0.620
feng	凤	0.620
feng	峰	0.620
feng	枫	0.620
feng	沣	0.620
feng	沨	0.620
feng	疯	0.620
feng	砜	0.620
feng	缝	0.620
feng	蜂	0.620
feng	讽	0.620
feng	赗	0.620
feng	锋	0.620
feng	风	0.620
feng bao	封包	0.690
feng bao	风暴	0.680
feng bao chao	风暴潮	0.700
feng bei	丰碑	0.680
feng bi	封闭	0.680
feng bi xing	封闭性	0.700
feng bi xing kai ju	封闭性开局	0.670
feng biao	风标	0.680
feng bin	丰滨	0.680
feng bin xiang	丰滨乡	0.700
feng bo	风波	0.680
feng bo bu duan	风波不断	0.670
feng bu	缝补	0.680
feng cai	丰采	0.690
feng cai	风采	0.680
feng can lu su	风餐露宿	0.670
feng chan	丰产	0.680
feng chang	风场	0.680
feng chang zuo xi	逢场作戏	0.670
feng chao	蜂巢	0.690
feng chao	风潮	0.680
feng chao wei	蜂巢胃	0.710
feng che	风车	0.680
feng chen	封尘	0.680
feng chen	风尘	0.680
feng chen pu pu	风尘仆仆	0.670
feng chen xiu ji	丰臣秀吉	0.670
feng cheng	奉承	0.690
feng cheng	封城	0.690
feng cheng	丰城	0.680
feng cheng	凤城	0.680
feng cheng	风城	0.680
feng cheng	风成	0.680
feng cheng shi	丰城市	0.700
feng cheng shi	凤城市	0.700
feng cheng tao hao	奉承讨好	0.670
feng chi dian che	风驰电掣	0.670
feng chuan	疯传	0.680
feng chuan	风传	0.680
feng chuang	风窗	0.680
feng chui cao dong	风吹草动	0.670
feng chui ri shai	风吹日晒	0.670
feng chui yu da	风吹雨打	0.670
feng chun	丰唇	0.680
feng ci	讽刺	0.680
feng cun	封存	0.690
feng dang	风挡	0.680
feng dang bo li	风档玻璃	0.670
feng dao	封刀	0.690
feng de lai en	冯德莱恩	0.670
feng de ying	冯德英	0.700
feng deng	丰登	0.680
feng di	封地	0.690
feng di	封底	0.690
feng di	风笛	0.680
feng di li	封底里	0.700
feng dian	疯癫	0.680
feng dian	风电	0.680
feng dian chang	风电厂	0.700
feng diao	风调	0.680
feng die	凤蝶	0.680
feng die ke	凤蝶科	0.700
feng ding	封顶	0.680
feng ding	峰顶	0.680
feng ding yi shi	封顶仪式	0.670
feng dong	封冻	0.680
feng dong	风洞	0.680
feng dou bo	冯窦伯	0.700
feng du	蜂毒	0.690
feng du	酆都	0.690
feng du	丰度	0.680
feng du	丰都	0.680
feng du	风度	0.680
feng du xian	丰都县	0.700
feng er	封二	0.690
feng fan	风帆	0.680
feng fan	风范	0.680
feng fang	蜂房	0.690
feng fei	风痱	0.680
feng feng	峰峰	0.690
feng feng dian dian	疯疯癫癫	0.670
feng feng huo huo	风风火火	0.670
feng feng kuang qu	峰峰矿区	0.670
